id,EAP,HPL,MWS
id18262,0.517414357856741,0.049388493122154896,0.4331971490211042
id08606,0.04250765187830309,0.8683292254987501,0.0891631226229469
id17233,0.5051278776898882,0.08078179387003968,0.41409032844007204
id00101,0.8630713382121281,0.11278259941879179,0.024146062369080134
id12225,0.5121513295825069,0.17328247484419676,0.3145661955732964
id01364,0.07433129679746961,0.90120477094541,0.024463932257120402
id24973,0.8145228647492949,0.06447049791203985,0.12100663733866528
id25363,0.592706279072341,0.03037591262073407,0.37691780830692495
id10061,0.09077584504266692,0.0734366398027409,0.8357875151545923
id17673,0.5617487583078122,0.043861978921482324,0.39438926277070546
id13249,0.1618512698716405,0.13026641018118965,0.7078823199471699
id10107,0.4303760729626181,0.02916578850385738,0.5404581385335245
id04403,0.9933541928726213,0.0002798359265164434,0.0063659712008623725
id25728,0.6210042730042005,0.03382963912948168,0.3451660878663178
id16184,0.28119320293467187,0.04154127073181404,0.6772655263335142
id03438,0.25056569879322665,2.8786364756315825e-05,0.749405514842017
id22923,0.11144378462012675,0.8371391912769242,0.051417024102948995
id08610,0.6916477580832118,0.039267427766534205,0.26908481415025404
id25355,0.5087521891954023,0.2750776084163381,0.21617020238825968
id16916,0.14335494776498253,0.7780892021729379,0.07855585006207966
id12793,0.12796143703227134,0.8447775287505337,0.027261034217194967
id11859,0.6339088854913163,0.0027148071661874207,0.36337630734249626
id02434,0.9966895168488836,0.0012069619777962538,0.0021035211733200277
id27703,0.23483576205634166,0.013310132113337685,0.7518541058303206
id25212,0.10435981773715014,0.8813622571545572,0.014277925108292655
id11308,0.2570529598033451,0.25614088601690144,0.48680615417975337
id26094,0.9773974290742667,0.0157461698234842,0.006856401102249027
id22080,0.5973355470301602,0.4023627966460099,0.0003016563238298713
id03545,0.730036857789174,0.26636740425804784,0.0035957379527782577
id23725,0.10150841608320202,0.057570670253351386,0.8409209136634466
id12009,0.7100761808409893,0.2564891136924023,0.03343470546660848
id24241,0.06297322361210721,0.8287702591019935,0.10825651728589936
id03596,0.009922735541475077,0.9796980470252985,0.010379217433226343
id10749,0.060668752291710884,0.9341743407056039,0.005156907002685296
id22794,0.02949571174112136,0.015091222215722833,0.9554130660431558
id15482,0.14216031117634612,0.19704144240597618,0.6607982464176777
id04833,0.2538782522077027,0.05744381026820558,0.6886779375240918
id00397,0.0859955658964579,0.004654323955087675,0.9093501101484545
id14691,0.20757483571448668,0.5764499325592097,0.21597523172630365
id05193,0.30498005306637893,0.1008022218657832,0.5942177250678379
id19541,0.9705444750497227,0.020417497970331964,0.009038026979945352
id22166,0.056905738094108725,0.00045274075865483837,0.9426415211472363
id20744,0.004130890569205625,0.0002301021859148794,0.9956390072448794
id10392,0.0028389122120395533,0.0019656026931655444,0.9951954850947948
id00770,0.9561139506115863,0.03065748612221663,0.01322856326619722
id06018,0.1564833219526677,0.7559685085615956,0.08754816948573667
id15678,0.06061250169900331,0.012097232997357482,0.9272902653036392
id08305,0.4013559001126474,0.5952048563133032,0.0034392435740493756
id08903,0.045343432418470976,0.0017248820921882695,0.9529316854893408
id14752,0.7124173297235974,0.20035798924256426,0.0872246810338382
id12468,0.5317461022293021,0.4665433165686572,0.0017105812020407301
id05085,0.10008606343502362,0.8609479065137812,0.03896603005119534
id21993,0.15040353657788214,0.0016137795984432243,0.8479826838236746
id15503,0.360837264493216,0.4123097703521146,0.22685296515466943
id03021,0.1574495336541949,0.4329091220162176,0.40964134432958743
id16123,0.9845118254921333,0.012591040914898162,0.002897133592968427
id19383,0.9797293897049678,0.016782302879745956,0.0034883074152861782
id04186,0.936597796352712,0.02458823083785322,0.03881397280943474
id17954,0.03830714792414445,6.202220858535003e-05,0.9616308298672703
id12030,0.15469134016722805,0.0001146205681524219,0.8451940392646194
id13020,0.9175682286884734,0.0706116874191992,0.011820083892327415
id25327,0.16765301658611356,0.659136946485972,0.17321003692791437
id16344,0.35543759061480595,0.10416913899943568,0.5403932703857585
id12303,0.7373479314373032,0.26182222377708236,0.0008298447856143916
id15017,0.8966819163146701,0.0953854025254187,0.007932681159911295
id22308,0.04805144528807761,0.018112720134264394,0.9338358345776581
id06536,0.03708046152321974,0.10764056769868634,0.8552789707780939
id19797,0.01077814491240387,0.9334428048126905,0.055779050274905595
id06332,0.0038890030508645155,0.23761851478916363,0.7584924821599718
id22941,0.015189512536934697,0.23906656464815654,0.7457439228149086
id13547,0.029224583606931538,0.14124977966811944,0.829525636724949
id06928,0.11707629337601741,0.00021152864548464737,0.882712177978498
id12521,0.5487621043572694,0.4377836628746106,0.013454232768120009
id25716,0.21696819348078672,0.00905230740088373,0.7739794991183294
id27116,4.6242934477037657e-07,1.7620230265738474e-08,0.999999519950425
id19941,0.43903666649362105,0.5129870755829701,0.04797625792340885
id05711,0.04722241161503627,0.003991961418652374,0.9487856269663113
id02097,0.022651096838736465,0.4350645411184878,0.5422843620427757
id03563,0.008872977156545335,0.9883262302198224,0.002800792623632425
id02295,0.47214654697784664,0.3876880618762627,0.14016539114589072
id08179,0.9952342370726627,0.0017714013252215215,0.0029943616021159466
id05332,0.7573113045592612,0.1553318863737619,0.08735680906697696
id15697,0.6443522006636313,0.3199966781676991,0.03565112116866956
id17026,0.7185371162933097,0.1536727131309389,0.12779017057575143
id04243,0.822100716162015,0.007291654457112949,0.17060762938087215
id13175,0.7847043640063759,0.006386152063951416,0.2089094839296727
id05387,0.664201780904333,0.3067539483897036,0.029044270705963455
id19989,0.6885088852736881,0.17420186986191427,0.13728924486439759
id25173,0.43557114214133025,0.28595300901368237,0.2784758488449873
id08925,0.5452719007957707,0.45072486318721533,0.0040032360170139305
id03034,0.033477857066654335,0.9316983900077483,0.034823752925597404
id13272,0.11164737124460314,0.8061175418457129,0.082235086909684
id07956,0.9235524483554013,0.023785650388611343,0.05266190125598735
id02648,0.00029488521587551337,5.6513451455227727e-05,0.9996486013326692
id01778,0.16353707584096916,0.009674071081078532,0.8267888530779524
id12846,0.0030451346919694693,0.0037740266371078493,0.9931808386709228
id19001,0.2537454292444979,0.02448762552044727,0.7217669452350549
id05763,0.8699231768544309,0.12789388331165774,0.002182939833911403
id15590,0.0013882403143319292,5.1758282850725163e-05,0.9985600014028173
id04912,0.7564745077474848,0.21512427215466495,0.028401220097850313
id21201,0.7290251312216351,0.13980058683719945,0.1311742819411656
id13215,0.9885573153346002,0.0010162405966535138,0.010426444068746264
id15612,0.06707526147257213,0.8743014234463379,0.05862331508108999
id18501,0.15963201736638735,0.12446438667936305,0.7159035959542496
id07223,0.3644256239403056,0.5761892433465478,0.059385132713146827
id06707,0.40320072662756673,0.29705945781081455,0.2997398155616187
id05238,0.005750407541367775,0.9940920734820101,0.00015751897662219852
id00935,0.014230132781658847,0.5016675255619235,0.4841023416564177
id00110,0.4723476151968555,0.160669838811466,0.3669825459916785
id17476,0.7730258776304006,0.07063584668757167,0.1563382756820277
id15170,0.3300063068446003,0.6437561453556597,0.026237547799739865
id13397,0.6638037710288676,0.02470974296128362,0.31148648600984885
id24283,0.6092737155420852,0.3663207769956261,0.024405507462288683
id15234,0.9638736753642305,0.011290294813619591,0.024836029822149802
id16884,0.33901345695681673,0.5674525194173169,0.0935340236258663
id07831,0.6114062155620954,0.16521825777919788,0.22337552665870675
id16038,0.679055904429903,0.28112890542805896,0.03981519014203805
id03629,0.8991297640942914,0.06048724049911648,0.040382995406592195
id21019,0.2552279981724519,0.6724274285876054,0.07234457323994266
id21835,0.6292493690020704,0.007676470339483706,0.363074160658446
id04480,0.12645645084260554,0.8634501388869019,0.01009341027049259
id20838,0.4336199670996904,0.5635013821625084,0.0028786507378011418
id24195,0.042959186656961926,0.5771390295795954,0.37990178376344264
id05448,0.6575259583877409,0.32993614488835443,0.012537896723904795
id15957,0.08745025275025643,0.9122269067814905,0.0003228404682530552
id19956,0.013050284599124669,1.0898095538773212e-05,0.9869388173053365
id15104,0.0022546911752685497,0.13542945030344283,0.8623158585212887
id17559,0.8308873597661252,0.1472557358789092,0.02185690435496563
id16839,0.4991565202646755,0.011771837532777541,0.48907164220254706
id14493,0.8219377819917643,0.007562229253419201,0.17049998875481642
id08833,0.5761650408535819,0.019093645949751405,0.4047413131966667
id15723,0.10847003663364216,0.02501092516986467,0.8665190381964932
id02716,0.9560145832431978,0.041940871709218376,0.00204454504758397
id06689,0.21282119136477237,0.6126546012570098,0.17452420737821783
id18837,0.672626494568641,0.29095022840421175,0.03642327702714724
id04466,0.8841366262808477,0.10297868937316508,0.012884684345987144
id00686,0.934821542089263,0.03517620361948649,0.030002254291250533
id09010,0.017284530848349716,0.9740844756725506,0.008630993479099455
id23353,0.9683044336894248,0.002123386017275191,0.029572180293300113
id00066,0.9930000341565691,0.004459285025752434,0.0025406808176785785
id15724,0.6355648509447606,0.2904540760112997,0.07398107304393978
id23486,0.009150192503370506,0.0013668903389145106,0.989482917157715
id22258,0.00293253097728351,0.0014924543024313179,0.9955750147202851
id02292,0.7676091987873971,0.0987347567497279,0.13365604446287505
id16356,0.7050782891335079,0.0837704959397376,0.21115121492675448
id00235,0.790710320199553,0.008194401437864509,0.2010952783625826
id25522,0.010480215307472224,0.03890434378896756,0.9506154409035601
id04204,0.0007564432642126952,0.9990401704595129,0.00020338627627448913
id22016,0.28789215811892854,0.013320205240573205,0.6987876366404983
id06480,0.002406111859243746,0.9967479891229433,0.0008458990178129769
id08718,0.03304525762427898,0.0004326859947725464,0.9665220563809485
id05251,0.29953021711245986,0.663528773785147,0.0369410091023932
id03359,0.2073916047556028,0.0669742901947765,0.7256341050496207
id16117,0.023363339457476814,0.0036291920964179273,0.9730074684461053
id17000,0.0007890284349633653,0.9738271080059772,0.025383863559059448
id01730,0.01529312622479067,0.98039354615631,0.004313327618899227
id00630,0.7878263635304598,0.21096871051049176,0.001204925959048513
id18175,0.312079005531256,0.02831845359692373,0.6596025408718202
id00907,0.16497903534532463,0.10676526138740004,0.7282557032672754
id18251,0.01508596958713591,0.9790420312459988,0.005871999166865403
id25861,0.16847953876748317,0.6840837966927024,0.14743666453981458
id00398,0.4468886332705841,0.5217321396504063,0.03137922707900956
id27573,0.9696579028093183,0.0030765290488767613,0.02726556814180473
id10022,0.012605533296827216,0.9138432244411335,0.07355124226203917
id15901,0.4894265625777347,0.005344455950401279,0.505228981471864
id00451,0.03194517100283003,0.032995721931569,0.935059107065601
id23129,0.13521857508169244,0.8615365440848395,0.003244880833468118
id26498,0.3052189911608706,0.013447618916799816,0.6813333899223295
id14741,0.17705284788913234,0.4101686363872237,0.412778515723644
id18453,0.399407513973961,0.056620315706705795,0.5439721703193332
id08309,0.7353932490607877,0.23010375340005026,0.03450299753916193
id00320,0.9558429013739417,0.014249072252458372,0.029908026373600054
id07688,0.30507306446529986,0.025081481444769422,0.6698454540899307
id01556,0.03171729026055875,0.000186327583831374,0.9680963821556099
id00178,0.32996643834607947,0.43593488249632295,0.23409867915759752
id18902,0.024699533128482155,0.15356051233855286,0.821739954532965
id27002,0.5857264949331724,0.41008456256802567,0.004188942498801891
id21418,0.6251799562143217,0.2900448484588039,0.08477519532687458
id23018,0.07222254048700064,0.19667939144762595,0.7310980680653735
id07032,0.1352977019468555,0.08386757501195673,0.7808347230411878
id16195,0.9816265053072044,0.013771804980564776,0.00460168971223082
id11202,0.02833570755489518,0.754533625736594,0.2171306667085109
id09578,0.4271620691464537,0.07277491224812876,0.5000630186054176
id26984,0.6554305025743327,0.01181396923734415,0.33275552818832327
id19856,0.25933501164149503,0.7132208634418519,0.027444124916653222
id12086,0.8422810955532208,0.0580480039933607,0.09967090045341843
id12052,0.04561464565200778,0.0010965796239555204,0.9532887747240367
id17728,0.0004964014401968961,0.00016657930286352368,0.9993370192569396
id24608,0.19866556550338865,0.05566366621034641,0.7456707682862649
id21097,0.4347629221694832,0.1970406328162882,0.36819644501422855
id20179,0.005922654226102015,0.06980167544788154,0.9242756703260164
id15144,0.5240529960889685,0.42099678972237253,0.054950214188659
id00206,0.9785640082474594,0.002033772258142874,0.019402219494397677
id22285,0.04088945612433486,0.007542880008462464,0.9515676638672026
id06417,0.5986180665047006,0.2899583865925069,0.1114235469027926
id00215,0.00013520584353452563,0.9998634362945309,1.3578619344485996e-06
id04201,0.16025602747399403,0.006839183867618324,0.8329047886583876
id21771,0.5257733046473735,0.4633613750610026,0.010865320291623903
id12451,0.05886322901660662,0.1171893183654492,0.8239474526179442
id14250,0.4427758538043959,0.5487197344254996,0.008504411770104438
id03433,0.4983079253481485,0.22054789086499457,0.281144183786857
id03303,0.020551920719343694,0.00016571565153916096,0.9792823636291172
id25901,0.5298667346466924,0.21124311350206365,0.2588901518512439
id06945,0.6437003944747954,0.2753304506538023,0.08096915487140222
id05664,0.8697985984005494,0.028853472484346807,0.10134792911510378
id05741,0.9902586537617157,0.004215534787527359,0.005525811450756796
id10652,0.6193379275528327,0.23643208474116426,0.14422998770600304
id16300,0.8767166150770227,0.03950002251485561,0.08378336240812158
id12319,0.795457024876387,0.11497240870363502,0.08957056641997796
id07500,0.03784066217499882,0.9607645245562635,0.0013948132687376408
id12478,0.1795814120026144,0.31314318399721586,0.5072754040001697
id03076,0.21377797940401055,0.0005975005336114873,0.785624520062378
id00969,0.18299639039095478,0.7848198787339452,0.032183730875100056
id23636,0.10358065732547189,0.8735766795359601,0.02284266313856815
id09791,0.005737607059913465,0.6926405326981493,0.30162186024193727
id05680,0.008483579057693874,0.9218277645461587,0.06968865639614752
id03672,0.24566908660439196,0.6955626424953586,0.05876827090024935
id04286,0.0050005296355869165,0.9794742311894838,0.01552523917492915
id23883,0.03439200413271974,0.16568753861913113,0.7999204572481491
id11914,0.5656800072401559,0.011386471588918923,0.4229335211709253
id20974,0.0018232125244069316,0.9966862229863339,0.0014905644892592106
id26125,0.5955311870984598,0.3504009330751667,0.05406787982637361
id15543,0.3834251103504101,0.024360897036249773,0.5922139926133401
id19471,0.962122363069886,0.01284133979770946,0.02503629713240475
id11503,0.2431764588270703,0.7537562968097179,0.003067244363211993
id09321,0.037386416994133656,0.9258134987215084,0.03680008428435812
id25560,2.4930683217412387e-05,6.261222633040899e-07,0.9999744431945193
id06726,0.07829017608202771,0.19706014736329275,0.7246496765546796
id05709,0.6803684691207439,0.014358947630322964,0.30527258324893325
id09788,0.06832131765765716,0.16753367076588666,0.7641450115764562
id05289,0.9275571753157725,0.07105226280876868,0.0013905618754588903
id11815,0.054294401931549774,0.9419302165664638,0.0037753815019864138
id22422,0.24114662281597146,0.14051362384241528,0.6183397533416134
id25954,0.7383625876667869,0.12637725301443106,0.13526015931878205
id13601,0.7369930896034086,0.194525786617279,0.06848112377931244
id05677,0.1159765182277975,0.7606925321541644,0.12333094961803795
id10498,0.03585847441227488,0.9608085990935723,0.003332926494152773
id02665,0.34040129418781767,0.5774162049172669,0.08218250089491558
id10114,0.03868216146317407,0.4887893572507053,0.47252848128612074
id26314,0.9780339622318094,0.015977867499190536,0.005988170269000015
id21240,0.1012102457913799,0.32379654956903436,0.5749932046395858
id15569,0.8960534822307386,0.03785543747722941,0.06609108029203199
id25928,0.3291061842808153,0.2568110953875142,0.41408272033167065
id22706,0.2723871683365561,0.6416939425028632,0.08591888916058073
id20877,0.00024416484153331114,0.9938801430292463,0.0058756921292203584
id04318,0.7564553588722659,0.09061025390503966,0.15293438722269437
id18299,0.46767873499212753,0.18103021804253827,0.3512910469653342
id08126,0.003981921350941879,0.0005073326458842679,0.9955107460031738
id14293,0.6457021554329536,0.008483304550885815,0.3458145400161606
id12759,0.6033530141729828,0.011352231582164562,0.3852947542448527
id11983,0.18218895177047692,0.20590279583631424,0.6119082523932089
id05580,0.18985093644500195,0.7729830079701823,0.0371660555848158
id25846,0.004052474330589737,0.9832399756185732,0.012707550050837044
id01939,0.6619432367479949,0.13623809610197152,0.2018186671500335
id26327,0.022104739051067093,0.14334041367264896,0.8345548472762839
id11068,0.10145465231562141,0.0007111340675848732,0.8978342136167937
id08404,0.9561187303415088,0.04280940668171975,0.0010718629767713177
id27189,0.9385394515317793,0.0611931450810621,0.0002674033871585446
id15119,0.020681255940666773,0.911929656364898,0.06738908769443515
id26525,0.9745872324336271,0.007702499366356696,0.017710268200016283
id03618,0.04977678574041907,0.8398002446331773,0.11042296962640379
id27220,0.6549603597523445,0.20327991563898656,0.14175972460866892
id18777,0.053085873085165027,1.308369738590067e-05,0.9469010432174491
id20213,0.7998146067871362,0.16576979296700134,0.03441560024586244
id20403,0.48065821315990637,0.1936095306082404,0.32573225623185326
id03777,0.6428538349462327,0.08947405951378172,0.26767210553998555
id10595,0.32454544758299514,0.6584115553777325,0.0170429970392723
id13816,0.9606778031426466,0.008264985372187355,0.031057211485165968
id05667,0.11102724871379203,0.0017547151604242308,0.8872180361257839
id24629,0.7649077339931768,0.13066712579924464,0.10442514020757841
id20398,0.09158995604354728,0.11721722291821146,0.7911928210382414
id14108,0.17112571315875633,0.001415255449743599,0.8274590313915001
id06196,0.014341865951886724,0.9783138850496509,0.007344248998462319
id02800,0.05467968909533845,0.9313708480181435,0.013949462886517858
id18732,0.0026227539085534827,0.9814540099788563,0.015923236112590278
id11915,0.01863895411169712,0.9802086296072312,0.0011524162810715322
id09739,0.6779757718092171,0.3173975027355034,0.0046267254552796
id24672,0.9494264024309393,0.020267104103417626,0.030306493465643042
id00414,0.0044659037298719435,0.004707261909369004,0.990826834360759
id16307,0.8955917042318433,0.07628679267870207,0.028121503089454727
id14043,0.16469894139677027,0.0020073546475885195,0.8332937039556412
id00517,0.0010167157894803202,3.909090148979099e-06,0.9989793751203707
id09744,0.5125582264544165,0.4874381534524104,3.6200931730672536e-06
id19257,0.863359208965013,0.05537585912168576,0.08126493191330127
id15437,0.8634350268339636,0.13330153586948848,0.0032634372965479447
id16352,0.007443745681721719,0.044903341920945854,0.9476529123973324
id18849,0.1469179125093196,0.0030642389957535,0.8500178484949269
id19434,0.18681853455215927,0.8096329332687725,0.003548532179068336
id17928,0.0970789157198658,0.020394221076039477,0.8825268632040947
id16896,0.036351622358915155,0.13156557878798272,0.8320827988531021
id02135,0.006571909327695113,0.7328062448419835,0.2606218458303212
id15075,0.847731689228053,0.1485167480317461,0.003751562740201098
id27486,0.15804047307556696,0.7237624841577679,0.11819704276666504
id19422,0.932554703177984,0.06650148387015885,0.0009438129518572513
id09603,0.4454752375358753,0.5100850996977248,0.04443966276639989
id02133,0.42005024263799556,0.4484347195901869,0.1315150377718176
id03441,0.5908671607101028,0.009820514018525645,0.3993123252713715
id02398,0.4671613424040122,0.43589942185004055,0.09693923574594723
id05152,0.013191107352439356,0.10509999661363342,0.8817088960339272
id17838,0.898378902860123,0.02529791841417981,0.07632317872569733
id25060,0.03382661324717046,0.9659883821357218,0.00018500461710783064
id09998,0.20053840521399927,0.03914561994117383,0.7603159748448269
id01828,0.028527741257528393,0.5001991413872658,0.4712731173552058
id25377,0.371544128021687,0.20776227934805933,0.42069359263025363
id22175,0.07922958397835354,0.9165793617941127,0.004191054227533586
id02974,0.6406025021181877,0.025424401111142237,0.33397309677067
id26955,0.9559399534221822,0.04403624964306427,2.379693475343453e-05
id21091,0.8850494305039228,0.014174742460991879,0.10077582703508527
id12802,0.8420955348565949,0.11966354776323113,0.03824091738017402
id07432,0.0010861073951928164,0.9961431322908466,0.002770760313960755
id18749,0.06986743728258948,0.9146899066788199,0.015442656038590574
id15030,0.06045732505159338,0.05968368892537954,0.8798589860230271
id17155,0.36061172451308465,0.5234056836962491,0.1159825917906662
id08128,0.004855273588412602,0.5036555584571998,0.4914891679543877
id25706,0.002178375821583644,0.9409586245055255,0.05686299967289085
id15645,0.9547889584751172,0.015291490430029992,0.029919551094852673
id04943,0.11689172686339906,0.8809956080570573,0.0021126650795434652
id27566,0.246085688060931,0.01611828062402424,0.7377960313150447
id11765,0.5644852559069362,0.2944409006018983,0.1410738434911654
id13783,0.6846196507940514,0.1921725349149018,0.12320781429104681
id00492,0.0032920515974073808,0.00035563712925455184,0.9963523112733381
id27636,0.1061095495931648,0.09766644844262616,0.7962240019642091
id04273,0.5221059649479001,0.4734086772850992,0.004485357767000686
id02537,0.30675846018642616,0.07121980083741872,0.622021738976155
id24349,0.9358465502562016,0.06407232757594074,8.112216785782165e-05
id00023,0.00026510418433572073,0.9924604874268547,0.007274408388809618
id23025,0.6041057421923207,0.37061515907631737,0.025279098731361947
id08722,0.8200189037385467,0.1182251831815423,0.06175591307991099
id02420,0.9941912651770627,0.005186882864370419,0.0006218519585668655
id10811,0.7947696339774601,0.007040991200986487,0.1981893748215532
id04019,0.4104089935133991,0.05572888713695244,0.5338621193496484
id18334,0.8576866085462129,0.12936860519400856,0.012944786259778615
id16781,0.7660047986954801,0.09326707676764599,0.14072812453687386
id08773,0.8826655208726618,0.09666700539834185,0.020667473728996376
id19214,0.8597142211258058,0.05943227356339032,0.08085350531080385
id09589,0.016202585679612316,0.17153942538798783,0.8122579889323999
id24246,0.9018266112814136,0.06493888236287201,0.03323450635571437
id23577,0.9015518273468293,0.09844649939958004,1.673253590806244e-06
id09305,0.833699371798398,0.049402052694474785,0.11689857550712716
id16460,0.5630158001122013,0.40527246719503174,0.03171173269276686
id21115,0.812641726190077,0.10867500370023124,0.07868327010969181
id25996,0.06008884511789265,0.0023464519372785493,0.9375647029448287
id02551,7.946899417122671e-05,0.007551264844179761,0.992369266161649
id19352,0.01821112377707572,0.0015169346128323968,0.9802719416100919
id03806,0.0008613352132346295,0.0009563928159491284,0.9981822719708162
id26544,0.9925911208253478,0.0003363613835501621,0.007072517791101893
id18761,0.9173819014244254,0.06645501118111781,0.016163087394456727
id24148,0.000833635164265014,0.9967150046024944,0.0024513602332405043
id16095,0.02715393857674681,0.8939142254700309,0.07893183595322227
id18442,0.24250331908101494,0.03800545506841018,0.7194912258505749
id22596,1.1257381563208018e-08,2.444912912980911e-09,0.9999999862977056
id23002,0.003018060174630853,2.016629918027128e-05,0.9969617735261888
id04797,0.9150146082287177,0.0006761687342695762,0.08430922303701262
id06610,0.05871199458139558,0.01768319886161243,0.923604806556992
id16173,0.23406870301517937,0.1461546142841914,0.6197766827006292
id18292,0.0032250965501862323,0.43483722901199795,0.5619376744378157
id27328,0.9940275078570822,0.005688659604271591,0.0002838325386464158
id01695,0.012437039213359239,0.9838087280613966,0.0037542327252442415
id05761,0.12598168334587292,0.0023036074092786705,0.8717147092448485
id16354,0.981959824593888,0.015563845921049304,0.002476329485062767
id12207,0.008893395315060197,0.9893591740051056,0.0017474306798339987
id05665,0.14904370382204354,0.02961483066416827,0.8213414655137883
id01911,0.7338577441707018,0.2310109468650141,0.03513130896428407
id19153,0.1629570208264241,0.02844075748805456,0.8086022216855212
id10295,0.4948260578207365,0.218124541347165,0.2870494008320984
id23038,0.11476093602298036,0.8780084787922852,0.00723058518473451
id23783,0.015233605175451425,0.9668629397746529,0.01790345504989563
id27879,0.29929438668357106,0.6822744302076826,0.018431183108746335
id19190,0.008757113400656213,0.991236753293742,6.133305601861486e-06
id05065,0.8715984224751377,0.018693548635415398,0.1097080288894469
id21296,0.2894049270382991,0.6873819386367822,0.023213134324918637
id13262,0.38250563524480247,0.030690247382623326,0.5868041173725742
id10333,0.4802659245902497,0.5139564481001331,0.005777627309617075
id16677,0.9694373629292503,0.01105251246553286,0.019510124605216877
id01392,0.4354784719060162,0.26846002152613485,0.29606150656784896
id27874,0.9166321305153537,0.07625318659355247,0.007114682891093944
id02294,0.0003018517041495642,0.4184053461469347,0.5812928021489157
id18298,0.1520174132762839,0.017934216607102295,0.8300483701166138
id06997,0.9738774421824514,0.01841647824591684,0.007706079571631672
id05243,0.8473091679063397,0.03333131285360937,0.11935951924005098
id00860,0.0089839628575403,0.8226617051288191,0.16835433201364064
id26681,0.8022163747253038,0.19772392629978405,5.969897491205373e-05
id06020,0.0014645140870389163,2.3812942990070305e-05,0.9985116729699711
id27683,0.6562573287119093,0.09403070265616245,0.24971196863192827
